date,net_value,pct_change
2023-01-02,1.0115548882263752,0.011554888226375
2023-01-03,1.0096883420046634,-0.0018452248547624
2023-01-04,0.9802680105155236,-0.0291380322671922
2023-01-05,0.991247982724198,0.0112009900260847
2023-01-06,0.982755078910374,-0.008567890136314
2023-01-09,0.9917135738745312,0.0091156943946703
2023-01-10,0.98869364212456,-0.0030451652871631
2023-01-11,0.9928843269924266,0.0042386080878009
2023-01-12,0.981056063397044,-0.0119130328416121
2023-01-13,0.9950115869847458,0.0142250011068469
2023-01-16,0.9765999683748292,-0.0185039238243551
2023-01-17,1.0119980729041929,0.036246268355169
2023-01-18,1.0485562644438036,0.0361247639876402
2023-01-19,1.0763165748848438,0.0264747933729291
2023-01-20,1.098681721964934,0.0207793390922025
2023-01-23,1.0976877811801928,-0.0009046667154556
2023-01-24,1.1185905495548758,0.0190425444585063
2023-01-25,1.1173712148584725,-0.0010900634703991
2023-01-26,1.0901904677571084,-0.0243256195791716
2023-01-27,1.116802126368797,0.0244101002519659
2023-01-30,1.137397195567949,0.0184411085123156
2023-01-31,1.1373331498759869,-5.630899408907135e-05
2023-02-01,1.1156206196615563,-0.0190907389068876
2023-02-02,1.1056883478749164,-0.0089029116274786
2023-02-03,1.0740738123402689,-0.0285926279275795
2023-02-06,1.0907343479026648,0.0155115368897177
2023-02-07,1.0633356637251563,-0.0251194841623831
2023-02-08,1.0686699189062856,0.0050165299285099
2023-02-09,1.0547683147507303,-0.0130083236269834
2023-02-10,1.0312430567457187,-0.0223037208039107
2023-02-13,1.0356192828580877,0.0042436417716873
2023-02-14,1.030566832354442,-0.004878675578251
2023-02-15,1.044796153154644,0.0138072761061923
2023-02-16,1.024143572429134,-0.0197670910858081
2023-02-17,1.0122316369147304,-0.0116311187562796
2023-02-20,0.9741466872243488,-0.037624737561517
2023-02-21,0.9406521788234274,-0.0343834340763995
2023-02-22,0.968037741358872,0.0291133780923129
2023-02-23,1.0006256012696653,0.0336638320165581
2023-02-24,1.0025485672367525,0.0019217637092708
2023-02-27,0.989824615144152,-0.012691606679635
2023-02-28,0.98555346761901,-0.0043150548691093
2023-03-01,0.9997172990793298,0.0143714490645932
2023-03-02,0.9919615314246925,-0.0077579608373087
2023-03-03,0.996159654162558,0.0042321426838358
2023-03-06,0.9963987081513754,0.0002399755780295
2023-03-07,0.9878040910390128,-0.008625680705978
2023-03-08,0.9799548445450386,-0.0079461571025869
2023-03-09,0.9849722184682232,0.0051200052238263
2023-03-10,0.9700676633024614,-0.0151319548778143
2023-03-13,0.9774844499426036,0.0076456384649426
2023-03-14,0.9705683508527658,-0.0070754057419981
2023-03-15,0.972969609276758,0.0024740745171446
2023-03-16,0.9948701625074646,0.0225089797480789
2023-03-17,0.992643379398094,-0.0022382650453183
2023-03-20,1.007640764848213,0.0151085331966985
2023-03-21,0.9792973815375658,-0.028128460359498
2023-03-22,0.9723874406651712,-0.007056018940381
2023-03-23,0.9732478259796996,0.0008848173871311
2023-03-24,1.003524162226507,0.0311085577985548
2023-03-27,0.9726098666682294,-0.0308057311641489
2023-03-28,0.9715491428087346,-0.0010905954132753
2023-03-29,0.9945442665054176,0.0236685131852457
2023-03-30,0.9825372788919856,-0.0120728538867569
2023-03-31,0.9796386915381768,-0.0029501042007054
2023-04-03,0.9852545055963394,0.0057325359917592
2023-04-04,0.9885897135219844,0.0033851232414576
2023-04-05,1.013707493450612,0.0254076889381561
2023-04-06,1.021405317346789,0.0075937328528309
2023-04-07,1.0434810554721643,0.0216131028010697
2023-04-10,1.037954209830644,-0.0052965462214544
2023-04-11,1.026159485110731,-0.0113634345409489
2023-04-12,1.0229214078271298,-0.003155530237341
2023-04-13,1.0044708169098049,-0.0180371539554708
2023-04-14,1.0126596346124588,0.0081523699492298
2023-04-17,1.0068783521879854,-0.0057090084633282
2023-04-18,0.996540215356182,-0.0102675132595096
2023-04-19,1.0049050405260178,0.0083938661390057
2023-04-20,0.9870259492642838,-0.0177918216554822
2023-04-21,0.99958890413486,0.0127280897527978
2023-04-24,0.992408696313642,-0.0071831607889169
