date,net_value,pct_change
2023-01-02,1.0115548882263752,0.011554888226375072
2023-01-03,1.0096883420046634,-0.0018452248547624998
2023-01-04,0.9802680105155237,-0.029138032267192266
2023-01-05,0.991247982724198,0.011200990026084769
2023-01-06,0.9827550789103741,-0.008567890136314068
2023-01-09,0.9917135738745312,0.00911569439467031
2023-01-10,0.98869364212456,-0.003045165287163123
2023-01-11,0.9928843269924266,0.004238608087800977
2023-01-12,0.9810560633970439,-0.0119130328416121
2023-01-13,0.9950115869847458,0.014225001106846918
2023-01-16,0.9765999683748293,-0.018503923824355128
2023-01-17,1.0119980729041929,0.036246268355169003
2023-01-18,1.0485562644438036,0.03612476398764022
2023-01-19,1.0763165748848438,0.02647479337292918
2023-01-20,1.098681721964934,0.020779339092202566
2023-01-23,1.0976877811801928,-0.0009046667154556166
2023-01-24,1.1185905495548758,0.01904254445850636
2023-01-25,1.1173712148584725,-0.0010900634703991208
2023-01-26,1.0901904677571084,-0.024325619579171686
2023-01-27,1.116802126368797,0.024410100251965973
2023-01-30,1.137397195567949,0.01844110851231567
2023-01-31,1.1373331498759869,-5.6308994089071345e-05
2023-02-01,1.1156206196615563,-0.019090738906887648
2023-02-02,1.1056883478749164,-0.008902911627478645
2023-02-03,1.0740738123402689,-0.028592627927579523
2023-02-06,1.0907343479026648,0.015511536889717771
2023-02-07,1.0633356637251565,-0.025119484162383146
2023-02-08,1.0686699189062856,0.005016529928509912
2023-02-09,1.0547683147507305,-0.013008323626983448
2023-02-10,1.0312430567457187,-0.02230372080391071
2023-02-13,1.0356192828580875,0.004243641771687365
2023-02-14,1.030566832354442,-0.004878675578251093
2023-02-15,1.044796153154644,0.013807276106192392
2023-02-16,1.0241435724291341,-0.019767091085808135
2023-02-17,1.0122316369147304,-0.01163111875627965
2023-02-20,0.9741466872243488,-0.03762473756151704
2023-02-21,0.9406521788234274,-0.03438343407639952
2023-02-22,0.9680377413588719,0.029113378092312958
2023-02-23,1.0006256012696653,0.03366383201655817
2023-02-24,1.0025485672367525,0.001921763709270826
2023-02-27,0.989824615144152,-0.012691606679635013
2023-02-28,0.98555346761901,-0.004315054869109379
2023-03-01,0.9997172990793298,0.014371449064593285
2023-03-02,0.9919615314246923,-0.007757960837308765
2023-03-03,0.996159654162558,0.0042321426838358624
2023-03-06,0.9963987081513754,0.00023997557802955558
2023-03-07,0.9878040910390127,-0.00862568070597806
2023-03-08,0.9799548445450386,-0.007946157102586913
2023-03-09,0.9849722184682232,0.005120005223826399
2023-03-10,0.9700676633024614,-0.015131954877814399
2023-03-13,0.9774844499426036,0.00764563846494265
2023-03-14,0.9705683508527658,-0.007075405741998109
2023-03-15,0.9729696092767579,0.0024740745171446953
2023-03-16,0.9948701625074646,0.022508979748078972
2023-03-17,0.992643379398094,-0.002238265045318342
2023-03-20,1.007640764848213,0.015108533196698557
2023-03-21,0.9792973815375658,-0.028128460359498023
2023-03-22,0.9723874406651711,-0.007056018940381091
2023-03-23,0.9732478259796997,0.0008848173871311171
2023-03-24,1.003524162226507,0.03110855779855482
2023-03-27,0.9726098666682294,-0.030805731164148975
2023-03-28,0.9715491428087346,-0.0010905954132753965
2023-03-29,0.9945442665054175,0.023668513185245783
2023-03-30,0.9825372788919857,-0.012072853886756904
2023-03-31,0.9796386915381768,-0.0029501042007054608
2023-04-03,0.9852545055963394,0.005732535991759279
2023-04-04,0.9885897135219844,0.003385123241457667
2023-04-05,1.013707493450612,0.025407688938156148
2023-04-06,1.021405317346789,0.007593732852830943
2023-04-07,1.0434810554721643,0.021613102801069737
2023-04-10,1.037954209830644,-0.005296546221454406
2023-04-11,1.026159485110731,-0.01136343454094899
2023-04-12,1.0229214078271298,-0.0031555302373410575
